answer,query_text,program_text,filename
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,94.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,94.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,94.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,94.jpg
rectangle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,95.jpg
3,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,95.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,95.jpg
3,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,95.jpg
3,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,95.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,95.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,95.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,95.jpg
3,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,95.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,95.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,95.jpg
yes,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,95.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,95.jpg
circle,What is the shape of the blue of the object?,filter blue <nxt> query shape,95.jpg
circle,What is the shape of the blue of the object?,filter blue <nxt> query shape,95.jpg
no,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,95.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,95.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,95.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,95.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,95.jpg
rectangle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,96.jpg
rectangle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,96.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,96.jpg
rectangle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,96.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,96.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,96.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,96.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,96.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,96.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,96.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,96.jpg
circle,What is the shape of the gray of the object?,filter gray <nxt> query shape,96.jpg
no,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,96.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,96.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,96.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,96.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,96.jpg
yes,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,96.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,96.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,96.jpg
3,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,97.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,97.jpg
rectangle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,97.jpg
rectangle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,97.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,97.jpg
3,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,97.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,97.jpg
3,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,97.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,97.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,97.jpg
circle,What is the shape of the gray of the object?,filter gray <nxt> query shape,97.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,97.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,97.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,97.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,97.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,97.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,97.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,97.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,97.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,97.jpg
2,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,98.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,98.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,98.jpg
4,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,98.jpg
rectangle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,98.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,98.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,98.jpg
rectangle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,98.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,98.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,98.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,98.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,98.jpg
yes,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,98.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,98.jpg
rectangle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,98.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,98.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,98.jpg
yes,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,98.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,98.jpg
no,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,98.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,99.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,99.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,99.jpg
4,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,99.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,99.jpg
4,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,99.jpg
4,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,99.jpg
4,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,99.jpg
circle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,99.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,99.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,99.jpg
yes,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,99.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,99.jpg
yes,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,99.jpg
